,review,sentiment
2005,cakeb btw mhn warning system bg unduh kira kena dampak,Positive
2006,kecewa,Negative
2007,informatif,Positive
2008,lumayan,Positive
2009,aktivitas,Positive
2010,cuman ganggu upgrade,Positive
2011,tepatwalaugps aktif,Positive
2012,kuat pusat,Positive
2013,bumibi idznillah,Positive
2014,cuacaiklim,Positive
2015,karhutla camat like it,Positive
2016,akuratskr tempat deraspetir angin kencangtp liat rawan ,Negative
2017,mantap jawa timur,Positive
2018,kecewa server fi info lambat detektor milik,Negative
2019,sdah sprti dulumasa kampung sdah terdeteksiunistal aja,Negative
2020,mantap,Positive
2021,tp curah mm thanks,Positive
2022,auto notification tunjuk,Positive
2023,mbantu terjadiya,Negative
2024,lumayan aktifitas situasi siatu ug pergi,Positive
2025,sehat eling leluhur inovasi,Positive
2026,updatenya camat camat lengkap tanggal bingung tanggal tanggal,Positive
2027,bagusmohon informadi,Positive
2028,butuh luas,Positive
2029,informatis,Positive
2030,telat gempasampai mnt nunggu blm,Negative
2031,dlm,Positive
2032,percaya dr perintah dr abal,Positive
2033,mus,Positive
2034,frekuensi canggih,Positive
2035,membamtu malam selatan bal lombok,Positive
2036,bug notifnya,Positive
2037,lambat,Negative
2038,mantap suka,Positive
2039,mudah erti,Positive
2040,akuratt tp nyata jakarta selatan,Negative
2041,gagal suhu bandara,Negative
2042,aktivitas,Positive
2043,berterimakasih ats krn lwt qta dpt ttg menimpah saudara qta alami,Positive
2044,pake dgn ig ketimbang uptodate bnget lg kecewa,Negative
2045,imformasi,Positive
2046,maju,Positive
2047,mantap mana,Positive
2048,ngeluh nama jg suruh bener lu tuhan,Positive
2049,pasang ganti malang beranda jakartaapa itumohon,Negative
2050,mng awan klau da yng biaa dri,Positive
2051,om dual mantau ganti manual,Positive
2052,tahukondisi daerah beda,Positive
2053,warga tuk waspad,Positive
2054,cek,Positive
2055,lambat turun lebat mon maap,Positive
2056,akurasi nunggu,Positive
2057,initapi takut jghehehe,Positive
2058,teliti ttg memvaca tenangckntoh sedanng tunjuk badai petir trmkasih,Positive
2059,manfaat teknologi,Positive
2060,monitor gempayg pulau mitigasi din jakartabekasibogortangerang serpong dah,Positive
2061,susul lingkup area dipersempitl lurah kabupaten luas,Positive
2062,uptodate info,Positive
2063,teknologi maju publik,Positive
2064,pos kerja,Positive
2065,mndapat inpormasi,Positive
2066,masp ph bingung pakai kada faktor lenceng pake sulsel,Positive
2067,kol gagal koneksi,Negative
2068,hai aplnya lacak,Positive
2069,parah sungguh lelet kecewa hbis baru lempt,Negative
2070,mantap cek,Positive
2071,sabagai motipasi siaga trimakasih,Positive
2072,admin perediksi pelosokdesa tepatya terkadangjadi inti sempurnakanbiar admin admin good sukses,Negative
2073,inpo,Positive
2074,asalamualaikum sya maldo karundeng trimakasih kpda wilaya nusantara klik nyaman ayo buru,Positive
2075,manfaat sekalisukses maju,Positive
2076,mantap,Positive
2077,ttg,Positive
2078,informatif,Positive
2079,puas impormasi,Positive
2080,sya pakai jujur tpi masak mengifokan gimana gulung gelombang notifikasi,Negative
2081,tp diupdate lombok mesti nunggu semangat,Positive
2082,lelet,Negative
2083,aneh cek grmpa yxng hadir kemarin admin beda aflikasi,Negative
2084,cuacadi bilang nyata bekas,Negative
2085,jakarta barat potensi lebat nyata panas nampol nyengat ngt ngawur,Negative
2086,sawahlunto daftar daftar,Positive
2087,detail up to date,Negative
2088,informatif datasesuai disetting handset,Positive
2089,harap valid,Positive
2090,tani good job,Positive
2091,manfaat motivasi,Positive
2092,manfaat dasar,Positive
2093,skali untkmengetahui pusat smoga smakin,Positive
2094,apliksi taii auto delete mu,Negative
2095,cibinong rawan ko ujah malam perbaikin,Negative
2096,citra satelit live warga isap siaga dang ancam banjir puting beliung tanah longsor,Positive
2097,sngat,Positive
2098,dpt maju pasang iklan premium iklan accuweather milik amerika,Positive
2099,lengkap ramal sayang meleset,Positive
2100,manfaat nkri,Positive
2101,nice semangat team jaya,Positive
2102,lancar tahu,Positive
2103,sinyal,Positive
2104,jaring,Positive
2105,hidup mati tang allah swtjgn ngaku islam,Negative
2106,lelet nunggu,Negative
2107,lelet lot ngapa,Negative
2108,sajamohon aktif gempaterimakasih,Positive
2109,ontime,Positive
2110,wahhh keren nih uptade,Positive
2111,manfaat unt publik,Positive
2112,mantap sebelumya akuratbenar,Positive
2113,suka mamberikan,Positive
2114,manfaat,Positive
2115,kak admin atur smartphone,Positive
2116,suka awak nengok apps awakk,Positive
2117,manfaat,Positive
2118,tenang nyaman,Positive
2119,inimasa lokasigimana cek situasi,Negative
2120,full bahasa,Positive
2121,setting auto,Negative
2122,maritim lg yah kasih cob liat browser cantik banding kyk telek,Negative
2123,good,Positive
2124,lenceng lebattolong,Negative
2125,trimakasih,Positive
2126,keren terbang layar topsukses jaya,Positive
2127,prepare rencana giat terbantuwalaupun,Positive
2128,kotakota besargak cakup kecilmaaf uninstall,Negative
2129,kabar cuacabencana tq,Positive
2130,sat ksih krena tpi kasihan dg,Negative
2131,mantapbisa,Positive
2132,astronot blom iaapergi kluar angkasaklo ajak jdi astronotini sya ksih melesetklo telat,Negative
2133,menjang aktifitas,Positive
2134,alhamdulilahinformasi percaya,Positive
2135,allah bumi banyak diri kuasa dah lindung tetep amanahh,Positive
2136,meleset dikit,Positive
2137,tahu akuratterpercaya dlm,Positive
2138,manfaat salah,Positive
2139,relevan sukses,Positive
2140,very good manfaat,Positive
2141,mudah,Positive
2142,yaa bilang rawan tibatiba,Positive
2143,heleh fungsi nih apknya,Negative
2144,asli,Negative
2145,mana akurasi tks,Positive
2146,rubah tarik,Positive
2147,maju software,Positive
2148,cipta waspada,Positive
2149,slalu percaya,Positive
2150,sekalibisa terkinj,Positive
2151,gogle maps letak,Positive
2152,batu situasi antisipasi utama angin,Positive
2153,bgt penjuru tanah air,Positive
2154,cepet deteksi,Negative
2155,gua mantap,Positive
2156,ketik emang ngk ngk,Negative
2157,suka krn,Positive
2158,komen menyakinkan gitu sm,Negative
2159,pergi,Positive
2160,potong sangaaaaat sangaaaaat leleeeeeet kecewa masak sampe setengahbjam dateng duluan kasih temen admin perhati kalu kecewa payaaaaahh,Negative
2161,updated hr tgl des petir status,Negative
2162,mantappp musim gin,Positive
2163,depan maju mudah operasi lbh,Positive
2164,telat,Negative
2165,telat peringatinnya memperingatinnya,Negative
2166,udh tapimasih,Positive
2167,si tarik grafis designnya pakk,Positive
2168,pasang apps minggu lancar jaya cuacagoodtapi ada solusi,Positive
2169,lombok cekthxs,Positive
2170,suka tarik,Positive
2171,telat ngasih pesisir gantung,Negative
2172,tombol aplikasiribet,Positive
2173,nelayan patok buru buru kena batu klen,Negative
2174,lapor lapor,Negative
2175,gx profezi bahaya darat dah bilang terang,Negative
2176,manteb benah krn ulang notifikasi,Positive
2177,gimana pokok nih ni mudah instal rugi beneran sumpah suerrr ni jngan smpai ngga ulas sngatsngat jujur bener sumpah ngga boong aplkasi bagusss,Positive
2178,sungguh tanah air trimmmm,Positive
2179,keren,Positive
2180,manfaat,Positive
2181,ilmu pengetahuanmengetahui bumicuaca buruk tsunamicurah hujankelembaban udara pasang surut air,Positive
2182,tahu,Positive
2183,siklus getar,Positive
2184,tutup percaya utama nelayan nelayan celaka laut ngk,Negative
2185,senang dgn jd pusat genpa panik trimakasih,Positive
2186,lumayan pandu nyata,Positive
2187,oon ajar gih ane klik mesti tampilin tampilin aduuuhhh ampun,Positive
2188,simple efisien terupdate,Positive
2189,akuratterima,Positive
2190,lombok plikasi,Negative
2191,iklim luas percaya mudah paham,Positive
2192,up date,Positive
2193,terlbat,Negative
2194,makasih updatenya manfaat,Positive
2195,mantab tahu,Positive
2196,lalu thx,Positive
2197,ketemu pasang surut air,Positive
2198,manfaat lengkaplanjut,Positive
2199,bngt status gmpa percapat cpt mn,Negative
2200,butuh,Positive
2201,hidup,Positive
2202,cari mudah ttg kebencanaandan,Positive
2203,kabar tmn sdr,Positive
2204,bahan timbang kelola kebun tanam semprot siram memnen,Positive
2205,lambat menganalisanya,Negative
2206,ramal,Positive
2207,aplkasinya,Positive
2208,manfaat dpt,Positive
2209,mantaapp,Positive
2210,membantujdi tautentang gampa,Positive
2211,dounloud,Positive
2212,tanggap informatif,Positive
2213,prakira meleset,Negative
2214,layak informatif,Positive
2215,lambat,Negative
2216,otomatis,Positive
2217,the best pokok,Positive
2218,kait gejala alamsangat,Positive
2219,seringkali kalah laingempa lokal,Positive
2220,membantusiip,Positive
2221,gx hubung server,Positive
2222,lengkap erti,Positive
2223,abis daerahn jm llu,Positive
2224,saat musim,Positive
2225,negri,Positive
2226,jugacuaca buruk takutinfo buruk,Positive
2227,membantuterimakasihbmkg,Positive
2228,telat maksih,Positive
2229,manfaat,Positive
2230,lumayan karna berkat,Positive
2231,jd indonesiaterimakasih,Positive
2232,bkmg,Negative
2233,real time,Positive
2234,otomatis detik,Positive
2235,mantapkarna inisaya,Positive
2236,mbantu,Negative
2237,sayang terupdate situasi nunggu lbh kini,Negative
2238,lambat detail ringan liat,Negative
2239,manfaat,Positive
2240,aplikasie terbaiksemoga lancar terusmakasie,Positive
2241,tahu iklimcuacagempabumidan kualitas udara,Positive
2242,panas ekstrem knp,Positive
2243,dalammendeteksi tugas seberang pulau,Positive
2244,manfaat,Positive
2245,lai binta gnya,Positive
2246,bagusjadi tinggal,Positive
2247,layar utama,Positive
2248,indonesia,Positive
2249,mantap appnya masyarat ubah iklim,Positive
2250,manfaat,Positive
2251,lamban yah,Positive
2252,manfaat,Positive
2253,terimakasi antisifasi selamat,Positive
2254,sdh tunggu pdhl gin susah referensi akun sosmed sdh teknologi sdh maju sistem online mudah evakuasi dinimandiri jd referensi trims,Negative
2255,bagai trims,Positive
2256,nth,Positive
2257,hindar dri hoax responx khusus,Positive
2258,setelh nama nama desa kecamatn kgk kliatn sh warna peta ny brubah jd kuning emas kgk hijau lg smakin parah ni nyesel gue baru,Negative
2259,untk tau,Positive
2260,sangatmembantuterima bmkgatas,Positive
2261,ajaa,Positive
2262,dng,Positive
2263,tinggal area tambang kaltim opsi pilih rabu malam hentakan,Negative
2264,dlm,Positive
2265,kalah diinstal,Negative
2266,saji ttg geologi,Positive
2267,tanggap,Positive
2268,manfaat bg,Positive
2269,letak,Positive
2270,informatif,Positive
2271,realtime updatenya jeda,Positive
2272,lengkap,Positive
2273,ambon menit,Negative
2274,disetting notifikasi,Positive
2275,baguscuma updategk baca,Positive
2276,benar lambat dri blm,Negative
2277,terupdate,Positive
2278,manfaat bidang aman,Negative
2279,mudah,Positive
2280,imformasi takasi,Positive
2281,iklim,Positive
2282,ngbantu,Positive
2283,kirim,Positive
2284,akuin keren hebat samping puji simpul makan memori lumayan gedhe krn byk flas hrusnya minggu lupa keren prioritas mudah akses lengkap hub job,Negative
2285,jawa barat bandung akses,Negative
2286,mantapmaju lg,Positive
2287,diupdate gagal muat,Positive
2288,tahan gbu,Positive
2289,ndk pisah dahsyat landa lombok terkadang kendala,Positive
2290,manfaat antisipasi dampak,Positive
2291,rombak mudah tamilan kini monoton animasi,Positive
2292,tingaktkan infomsix,Positive
2293,sngt utama,Positive
2294,keluh sihhidup milik bmkgkalian tau kritik ajamikir usaha maksimal apajadi hormat kerja keras merekaklen nilai fisika top keritik,Positive
2295,pandu ttg daribmkg,Positive
2296,rawan,Negative
2297,mantapcmn telat dikit,Positive
2298,manfaat waspada,Positive
2299,jd manamakasih smoga anggota sehat slalu amin,Positive
2300,lot yaaahampir ambon blm,Negative
2301,aktifitas,Positive
2302,baharu cari kabar gresik jawa timur nyala akses guna,Negative
2303,dng,Positive
2304,mhon cepat mhon erti tinggal pantai pangandaran tunggu jarak jgn org kecoa eh kecewa trmksh,Positive
2305,informasi fenomena,Positive
2306,suka lengkap,Positive
2307,wow brusan,Positive
2308,manfaat nyaterus,Positive
2309,gelombang,Positive
2310,memberitahu poko gueee kasi dehhh,Positive
2311,dlm aktivitas seharihari utama,Positive
2312,negeri,Positive
2313,uptudate,Positive
2314,zippaplikasi bos,Positive
2315,apalgi era pda sibuk jdi smpet peduliin gitu sangt,Positive
2316,mudah,Negative
2317,kualitas udara palembang asap,Negative
2318,bangat ajar,Positive
2319,berterimakasih support dukung program mudah mudah teknologi maju butuh selamat hoaxs,Positive
2320,baguss,Positive
2321,mudah cocok,Positive
2322,omggg manusia suka,Positive
2323,aktivitasmengetahui situasi,Positive
2324,sayang baru ngak auto,Negative
2325,mantap tp akhirakhir lapor hapus,Positive
2326,suka ni ngeramal jodoh,Negative
2327,payah bug gagal lancar lancar,Negative
2328,cari,Positive
2329,kalah accuweather posisi persis,Negative
2330,apa negara,Positive
2331,lambat,Positive
2332,mambantu,Positive
2333,bs lgsg,Positive
2334,manfaat infonyalanjutkan dgn canggih,Positive
2335,manfaat,Positive
2336,waspada,Positive
2337,membantuuntuk siaga,Positive
2338,rumayan sihtpi durasi trims,Negative
2339,malu seram banda dr pulau ambon sbb,Negative
2340,koordinat pusat tanda minus koordinat salah koordinat gmaps terimakash,Positive
2341,diupdate,Negative
2342,identifikasi canggih lgi,Positive
2343,jlssya suka alat,Positive
2344,in stiap bsa cek ad mna mantap,Positive
2345,sekaliapalagi pelosokterima,Positive
2346,manfaat,Positive
2347,lambat responnyadan,Positive
2348,dlm,Positive
2349,bisnis lancar,Positive
2350,kualitas udara jambi kabut asap pt sawit wks sinarmas tebal sampe jarak pandang nafas sesak abu kualitas udara,Negative
2351,jd,Positive
2352,peta detail tanda pusat gempathanks,Positive
2353,tunjang memuaskanmantap,Positive
2354,puas,Positive
2355,worst berkalikali,Negative
2356,memberikakan,Positive
2357,membantutpi ad sndiri,Positive
2358,buruk,Positive
2359,dunia gakkalo,Positive
2360,manfaat resmi dipertanggungjawabkan,Positive
2361,informatif aktifitas pariwisata,Positive
2362,depanny negeri kerja google maps,Negative
2363,alat rusak poh kualitas iklim uptodate okt asap dipaembang pekat normal,Negative
2364,yaaa deh pokok lesat,Positive
2365,benci jahat jahat pencet culik bahaya instal percaya coba berani culik untung bebas pulang syok,Negative
2366,membantujika liat dri sinitp pemberitahuannya,Positive
2367,alangkah bekerjasama google maps jenis peta peta buta nama daerahdesa,Negative
2368,malu dah diupdate,Negative
2369,brncana,Positive
2370,dangke katong ambon sdikit sdkit lai,Positive
2371,mantap share lupa,Positive
2372,lumayan sihhanya lambat,Positive
2373,terapdet,Positive
2374,dpt isu potensi kira pkul pagisempat panik stelah dpt tandatanda tsunamidan pagi tdr nyenyak,Positive
2375,kemarin namlea detailmoga terupdate sempurnaok sukses,Positive
2376,tertitup teralhir,Positive
2377,keren,Positive
2378,semenjak upgrade menu kualitas udara kendali kuasa,Negative
2379,sbg madia kontol upaya hubung keluarga kena dampak,Positive
2380,cek bahaya vulkanologi,Positive
2381,sumber harga pandu manfaat,Negative
2382,fast respon,Negative
2383,lot yah steleah lelet,Negative
2384,manfaat,Positive
2385,akuratpresiksi kualitas udara ngawurcontoh palembangseluruh diselimti kabut asapmalah kualitas udara baiksedang seluruhnkota selimut kabut asappada ngaur,Negative
2386,semesta,Positive
2387,peristiwa marak makas,Positive
2388,msh lambat ter klu sdh ksh,Negative
2389,waspadatapi kurangyakni detik kejadiansaat butuh baru depan,Positive
2390,banten asa pulo jawa intens ambon maju,Positive
2391,peristiwa,Positive
2392,trus,Positive
2393,menbantucepat mudah,Positive
2394,ni ko ko dera tanadi si anenya depa lebi butukan,Negative
2395,kualitas,Positive
2396,eeh ni,Negative
2397,wahh mantap deh sesar ditambahin nama sesar sesar,Positive
2398,gimana serta lampir foto lokasi,Positive
2399,cuacasuasana,Positive
2400,bangsa alamgempa,Positive
2401,sesarpatahan,Positive
2402,mantap satelit gerak ikan tuna cakalang laut nelayan salah arah nyari ikan,Positive
2403,dunia,Positive
2404,sempurna,Positive
2405,lambat dri bru kasih pusat gempax dimna,Negative
2406,baij tuju,Positive
2407,ambon tp cepat,Negative
2408,nama repat harap maklum,Positive
2409,jelektak bisa membantutak operasi pdhl dlm susul,Negative
2410,mata hati allah maha kuasa iman,Positive
2411,inijadi,Positive
2412,keren,Positive
2413,simana pusat,Positive
2414,senang milik duniawi,Positive
2415,maaff memberitahujika ad ecek kemarin kemarin dlucara scroll meng refresh berhasiltrimakasih,Positive
2416,spesifikasi peta detail pagi,Positive
2417,ttg kpd,Positive
2418,mngetahui patok spt meleset trutama ramal,Positive
2419,peristiwa kait giat utama,Positive
2420,cepattangkas kamus singkat istilahistilah kolom qa,Positive
2421,ujung eror,Negative
2422,sus warga ambon pung kabur,Positive
2423,manfaat lingkung,Positive
2424,masarakat luas nusantara nkri,Positive
2425,diksi msh nih msh kalah tetangga belah gpsnya udh bner map error mulu sebar peta tani,Negative
2426,manfaat,Positive
2427,putus ungsi ambon isu,Positive
2428,hati hati hadap gempabumi,Positive
2429,uo date,Positive
2430,manfaat aktual,Positive
2431,manfaat sekalimeskipun lambat notifnya,Positive
2432,trims harga putar fenomena nkri,Positive
2433,alhamdulillah tenang,Positive
2434,utama,Positive
2435,oleh tanah nusantara,Positive
2436,oleh tanah nusantara,Positive
2437,oleh dr,Positive
2438,manfaat mahluk hidup dunia,Positive
2439,secepatxsalam oma salam lombok utara,Positive
2440,perangkat aktif setting manual,Negative
2441,utama kampung sya kupang ntt,Positive
2442,waspada,Positive
2443,terkadang,Positive
2444,masingmasing handphone good job,Positive
2445,lumayan,Positive
2446,percaya,Positive
2447,mantap smg lancar,Positive
2448,mancing maritim jadwal,Positive
2449,hadap ekstrim utama citra satelit google earth,Positive
2450,potensi ata ndak,Positive
2451,alhamdulillah,Positive
2452,mantap brmanfaat untk,Positive
2453,jelek sanggat lelet,Negative
2454,lambat,Negative
2455,apl harap pulau ambon pulau seram lapor lelet,Negative
2456,bangettpi maaf sblumnya kasi bunatang dulusoalnya ad yng blum lngkap dri initolong am video,Positive
2457,iformasi,Positive
2458,aktual praktis,Positive
2459,maaf uninstall,Negative
2460,lumayan tpi updet,Positive
2461,potensi,Positive
2462,kasi nunggu,Positive
2463,aplikasinyakurang updategempa,Negative
2464,sedia wedget layar,Positive
2465,lelet molor,Negative
2466,lumayan letak gempat tsb,Positive
2467,getar lapor aplikasi,Positive
2468,batu,Positive
2469,indonesia,Positive
2470,mutu,Positive
2471,knp lambat updatebarusan ambon,Negative
2472,sayang taruh layar,Positive
2473,koq yah pke dua tp ngk satu contoh sja susul malam piru provinsi malu smpe pagi trrbaru susul tp fb susul ngk tp fb,Negative
2474,syukur dgn positif bangun pojok,Positive
2475,padang solok tutup asap tuh tengok kuliatas udara ngga gw uninstal,Negative
2476,kemaren gabisa padahl lancar tp ngeblank,Negative
2477,mantaap lombok sedih dtg gempakapan,Positive
2478,sampah,Negative
2479,untuak kualitas udara disa manual khawatir anak istri kualitas udara,Positive
2480,pontianak kabut asap pekat turun drastis capai nol,Negative
2481,kayak gin aplikasinyatidak puas,Negative
2482,klu apa siar televisi,Positive
2483,mudah,Positive
2484,tanah airterima,Positive
2485,palangkaraya kalimantan kualitas udara,Negative
2486,posisi iklim error trs,Negative
2487,bilang gagal,Negative
2488,mantap applikasinya bealamat palu sulawesi tp sulawesi aktipitas disulawesi applikasi baik,Positive
2489,tdak brita trbarutrkait gmpa,Negative
2490,tp lambat,Positive
2491,telat sms apa gimana satu ambon pagi tunggu diperbaikidi,Negative
2492,nihh du rumah top dahh,Positive
2493,keren anak bangsa nyang,Positive
2494,pakai sistem eews,Positive
2495,jaga selamat sirine besarr berat ton menara eiffel tiap profinsi sirinenyaayo buattkan donasi ekor ayam sirine,Positive
2496,jawa timur woeeeekosong,Negative
2497,ramal btw tlg tanam cocok tanam wkwkwk,Positive
2498,hitung hiposentrum thanks sukses,Positive
2499,mndptkn informsi dr,Positive
2500,parah kak,Negative
2501,bermanfat tinggal tingkatkat pake nada,Positive
2502,suka dgn utama mslh terupdate,Positive
2503,suka parahh,Negative
2504,batu udh gampa trimakasih,Positive
2505,jadwal shalat mnapun kpanpun qta dgn jadwaladzan sekitarny mantaf,Positive
2506,masarakat maritim,Positive
2507,sngat mmbantu sekalimslhnya tmpt kebun karet brangkat kebunkami dahulumksh,Positive
2508,admin potensi timbul,Positive
2509,neh kasi mending follow eyang ibung allahuakbar takbir,Positive
2510,sprti gratis berbayarkarna slh sumber,Negative
2511,rang nyaman main gem,Positive
2512,ganti gimana ko gagal tulis pdhal aktif sinyal kuota lancar serang banten tp dki jakarta pusat,Negative
2513,moga,Positive
2514,wawas waspada,Positive
2515,tolong optimal,Negative
2516,makasih inisangat manfaat sanad guncang kena dampak besttt,Positive
2517,layan,Positive
2518,mudah cuacalaut indonesia sekitatnya,Positive
2519,cepat mnt bru,Negative
2520,eror,Positive
2521,knp cari knp skala magnitudo jgn baca tp bls,Positive
2522,anjirrrbarusan kencang kagak,Negative
2523,status masak ad smpai ad jg cepatjd brguna psang,Negative
2524,respon lambat jabodetabek sumatra,Negative
2525,asa tp lapor kayak minum obat parah,Negative
2526,menbantu rasahan,Positive
2527,cmn jd jgn kaya fir aun bro emng alat hendak tuhan,Positive
2528,ijin,Positive
2529,banyak sensor suhu referensi camat pusat,Negative
2530,pilih kategori klik halaman blank,Negative
2531,bagussaran,Positive
2532,membantutrimaksih,Positive
2533,instal si karna harap tmbah maka aplikadinya,Negative
2534,mantap sekitar,Positive
2535,rmang good joband bravo,Positive
2536,tahu ramal,Positive
2537,diaksesgagal oke,Negative
2538,knp gda apa lg eror,Positive
2539,posisi jakarta pusat koneksi lancarudah pake akuritas jakarta pusat mulutolong solusi tanggap,Negative
2540,partner eyang ibung puas,Positive
2541,alram,Positive
2542,membantukami harap sirine radius km pusat,Positive
2543,eror,Positive
2544,ko engga gagal datatidak buka,Negative
2545,mesti gagal aman maksud gagal maksud gimana,Negative
2546,aplilkasi cocok top deh,Positive
2547,maaf erorgk apa dibukaitu keluhanyatrima,Negative
2548,bugs baharu,Negative
2549,maaf sedia video berita susulanterjadinya tonton video media tv karna kena dampak gempatsunami tonton tv karna kepanikanya,Positive
2550,masarakat makas,Positive
2551,kasih,Positive
2552,jurnalistik,Positive
2553,lbh lg isi,Positive
2554,keren kena,Positive
2555,wajib handphone indonesoa iklim,Positive
2556,teman teman wajib mendownload canggih canggih alat deteksi alat stunami detik stunami tau maaf salah,Positive
2557,tambahin,Positive
2558,manfaat praktis,Positive
2559,kasi lambat trima nabire kasi peringstan makash,Positive
2560,suka cari tahu,Positive
2561,error gagal sinyal normal,Negative
2562,terkadang kalah sosmednya,Negative
2563,dijelaskanterimakasih,Negative
2564,tambahin,Positive
2565,alaram trjadi,Positive
2566,lambat kasi kasi alarem,Positive
2567,down urus,Negative
2568,bagus ui knowledge dangerwarning,Positive
2569,chat live bahaya kait kolom komentar pesan warga manusia salah karna gotong royong formasi,Positive
2570,cek blank,Negative
2571,membntu mnyelmtkn,Positive
2572,instal ngga muat,Negative
2573,ingormasi allah swt lindung aamiin,Positive
2574,mah,Positive
2575,tolol anjing goblok,Negative
2576,load,Negative
2577,manfaat pasang surut air,Positive
2578,jelek kualitas lot lambat,Negative
2579,bangsa nga panik,Positive
2580,dgn,Positive
2581,aplikasini memberitahukan,Positive
2582,manfaat hampir lacak,Positive
2583,timbul sodara siaga,Positive
2584,wajib android tinggal daerah rawan meminimalisir jatuh korban jiwa,Positive
2585,slalu urgent slient,Negative
2586,karna lahir pandeglang bantensaya cari brmanfaat,Positive
2587,error mending tutup,Negative
2588,amankok,Negative
2589,kecewa telat sllu gagal,Negative
2590,inikok aparugi sownload,Negative
2591,tai pelabuhanratu,Negative
2592,ko gagal pake wifi stabil udh reinstall ttp,Negative
2593,perbaikin ko knp gx bs layar ngblang putih gx ad ataw gmn,Negative
2594,gagal unduh sinyal stabil,Negative
2595,aman ko yah,Positive
2596,kaga pake blank,Negative
2597,yaaaa dibukaaa,Negative
2598,tp sayang sdh beberpa copot pasang sj saat urgent,Negative
2599,lg,Negative
2600,jd eror,Negative
2601,dukung keadaantolong ko lapor aneh,Negative
2602,instal notifnya nongol twitterbrowser apknya ngga,Positive
2603,updatenya,Negative
2604,engga loading,Negative
2605,ko gempapadahal updatelambat,Negative
2606,suka erorstidak muat,Negative
2607,gagal aktif kuota wifi lancar,Negative
2608,abis kenceng bangettapi gaada kia refresh kali tetep gabisakenapa yaaa,Negative
2609,depan widgets kesini jd nyeleneh,Negative
2610,butut gilir ngga,Negative
2611,kwalitas,Positive
2612,diniayo cepet,Positive
2613,cuacadll,Positive
2614,tsunamigempadll kasih mudah,Positive
2615,maju,Positive
2616,bagusdapat,Positive
2617,kembangin ksih gtu,Positive
2618,ngeleg trus gagal notifnya coba appnya,Negative
2619,siar pers,Negative
2620,saat liat mlh,Negative
2621,oke bannyak inpormasi jdi,Positive
2622,lindung kuasa,Positive
2623,habis eh setan gue pake kuota donk,Negative
2624,bs jg kecewa,Negative
2625,lg ad pdhal liat iya,Negative
2626,koq sii,Negative
2627,cari pusat eh nampil opsi blank doang,Negative
2628,diupgrade,Negative
2629,telat,Negative
2630,enak error super lemottttt,Negative
2631,bs diapain bs liat payah ripsoetopo ripaplikasibmkg,Negative
2632,bekas lapor,Negative
2633,manfaat,Positive
2634,geofisika,Positive
2635,quntk,Positive
2636,notification,Positive
2637,up date,Positive
2638,keren coba peta,Positive
2639,banyuwangi notifnya,Negative
2640,udh udh direfresh ttp ganti halaman ttp gimana lambat bahaya,Negative
2641,lancar skrang lambat,Negative
2642,serta atur push sekitar,Positive
2643,cari mending,Positive
2644,suka rela butuh,Positive
2645,gempaapa,Negative
2646,assalamualaikum kait tersebutterimakasih,Positive
2647,gempabumi,Negative
2648,respon lambatjika sulit krna gempatidak tunggu,Negative
2649,tahu,Positive
2650,uptudate donk,Negative
2651,apdate lambattolong apdate selamat,Negative
2652,cocok mengetahiu iklim,Positive
2653,bola,Positive
2654,dot lengkap mks,Positive
2655,gagal temu gitusaya jawa timurdi jakartamohon,Negative
2656,jos mepermudah,Positive
2657,cepat,Positive
2658,telat updatea skitar bal trus cek kemaren uda mnit kjadian upadte jg perbaikana,Negative
2659,kaya,Negative
2660,quick,Positive
2661,ganti letak gimana ngerti,Negative
2662,makaih suka maksih us kabar ternate,Positive
2663,tulis yahini tolongkarena sayatapi,Negative
2664,berterimakasih men,Positive
2665,kayak lombok tpi,Negative
2666,knp ama,Positive
2667,manfaat karna kampung mangalami,Negative
2668,install ulang terang aman open,Negative
2669,sanagat berterimakasih kpan,Positive
2670,sipsemoga,Positive
2671,nihc liat,Positive
2672,pergi pokok mantul,Positive
2673,info,Positive
2674,banding,Positive
2675,informatif inovatif,Positive
2676,jgn bro stelah bru pemberitahuannya bs minimal udh bs langkah,Negative
2677,notifikasi pasca,Negative
2678,butuh applikasi,Positive
2679,request aktifnonaktifkan kait,Positive
2680,knpa skrg skrg gagal,Positive
2681,main game ku cari yes,Positive
2682,coba manfaat saji,Positive
2683,bermanfaatbagi pengunax,Positive
2684,andai pasang surut air mantap,Positive
2685,direfresh gagal,Negative
2686,xi mataramlombok dgn informazi pulau sumbawa belah timur pulau lombok,Positive
2687,kn jooooo,Positive
2688,tahu trmks,Positive
2689,tai lambat apl nih lelet tepres,Negative
2690,surat ntb potensi kuat sr selatan lombok ntb waspada takut tinggal rumah karna takut nyata surat suasna lombok ngeri takut masyarakt lombok,Negative
2691,infony mantap,Positive
2692,error,Negative
2693,perca,Positive
2694,duka cita dgn pergi bpk sutopo abdi negara sya beroa arwah amal ibadah trima sisi alloh swt amin robbal alamin,Positive
2695,lambat,Negative
2696,akses,Negative
2697,lambat dri yng website twitter,Negative
2698,atur otomatis dering,Negative
2699,mudah mudah,Positive
2700,manfaat pusat,Positive
2701,sanggat manfaat,Positive
2702,imformasi,Positive
2703,goood indoneia mohon aplikasiny,Positive
2704,bgus,Positive
2705,tuk,Positive
